text,label
"Password reset required

We detected unusual activity. Reset your password by clicking the link urgent urgent below within 24 hours.",1
"You have won a prize

Congratulations! You have been selected ssn to receive a free prize. Confirm your confirm details now to claim.",1
"You have won a prize

Congratulations! You have been selected to receive a winner free prize. Confirm verify identity your details now to claim.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been suspended. Click here to click here winner verify your identity immediately urgent or you will lose access.",1
"Password reset required

We detected unusual account activity. Reset your password by clicking the link limited time below within 24 hours.",1
"You have won a prize

Congratulations! free You account have bank been selected to receive a free prize. Confirm your details now to claim.",1
"You have won a prize

Congratulations! You have been selected to receive a free ssn prize. Confirm your click here details now to claim.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"You have won a prize

Congratulations! You have been selected to receive confirm verify a free prize. Confirm your details now to claim.",1
"Urgent: Verify your account

Your account has been winner suspended. Click here to verify ssn your identity immediately or you will lose access. credit card",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Limited time offer

Act now! This limited time offer expires soon. ssn Enter your credit act now card to claim your reward.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Limited time offer

Act now! This offer expires soon. Enter your credit card to winner claim confirm your reward.",1
"You have won a prize

Congratulations! You have been selected limited time to receive ssn a free prize. Confirm your details now to claim.",1
"You have won a prize

Congratulations! credit card You have been selected suspended to receive a free prize. Confirm your details now credit card to claim.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been limited time suspended. Click here to credit card verify your identity immediately or you will lose access.",1
"Limited time offer

urgent Act now! This offer expires soon. Enter your credit card to claim your reward. account",1
"You have won a prize

Congratulations! free You have winner been selected to receive a free prize. Confirm your verify identity details now to claim.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your credit card identity immediately or you will lose access.",1
"Limited time offer

Act now! This offer expires credit card soon. Enter your credit card to claim your reward.",1
"Urgent: Verify your account

Your account has ssn been suspended. limited time Click here to verify your identity immediately or you will lose access.",1
"Password reset required

We detected unusual activity. Reset your password prize by clicking the link verify below within 24 hours.",1
"Urgent: Verify your account

Your account has been suspended. Click here to verify bank your identity immediately or you will lose prize access.",1
"Urgent: Verify your account

suspended Your account has been suspended. Click here to winner credit card verify your identity immediately or you will lose access.",1
"Urgent: Verify your account

Your account has verify identity been suspended. click here Click here to verify your identity immediately or you will lose click here access.",1
"Password reset required

We free detected unusual activity. Reset free your password by clicking the link below within 24 hours.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Limited time offer

Act ssn now! This offer expires soon. verify identity Enter your account credit card to claim your reward.",1
"Password reset required

We detected unusual activity. Reset your password suspended by clicking the link below within 24 hours.",1
"You have won a prize

Congratulations! You have been selected to receive a free prize. Confirm your details credit card now to claim.",1
"Urgent: Verify your account

Your account has been suspended. Click prize here to verify your identity immediately or you will lose access.",1
"Password reset required

We detected unusual activity. Reset your password by clicking the link below within 24 hours. password limited time",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your identity immediately or you will lose access. urgent",1
"Limited time offer

Act now! This offer expires soon. Enter your credit card to claim credit card your reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your suspended account has been suspended. Click verify identity here to verify your identity immediately or you will lose access.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Password reset required

prize We detected unusual activity. Reset your password by credit card clicking the link urgent below within 24 hours.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. Reset your urgent password by clicking the link below within 24 hours.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Limited time offer

Act now! This urgent offer expires soon. Enter your credit card to claim your reward. click here",1
"You have won a prize

prize Congratulations! You have been selected winner to receive a free prize. Confirm your details now to claim.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

ssn prize password Your account has been suspended. Click here to verify your identity immediately or you will lose access.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"You have won a prize

Congratulations! You have bank been selected to free receive a free prize. Confirm your details suspended now to claim.",1
"Urgent: Verify your account

Your account has confirm been suspended. Click here to verify your identity immediately or you will lose access.",1
"You have won a prize

Congratulations! You have been selected to receive a free act now prize. Confirm your details winner now to claim.",1
"Limited time offer

Act now! This act now offer expires soon. Enter your credit card urgent to claim your reward.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"You have won a prize

Congratulations! You winner have been selected to receive a free prize. Confirm your details urgent now verify identity to claim.",1
"Limited time offer

Act now! This offer expires soon. Enter your credit card limited time to claim your reward. bank",1
"You have won a prize

Congratulations! You confirm have been winner selected to receive a free prize. Confirm your details now to claim.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been suspended. Click click here here to verify your identity immediately or you will lose access.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Password reset required

We detected unusual activity. Reset credit card password your password by clicking the link below within 24 hours.",1
"You have won a prize

Congratulations! You have click here been selected to receive password a free prize. Confirm your details now bank to claim.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"You have won a prize

Congratulations! You bank have been selected to receive a free prize. Confirm your details confirm now to claim.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"You have won a prize

Congratulations! You have been selected to receive a free prize. Confirm your details now to suspended claim.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Urgent: Verify your account

Your account confirm prize has been suspended. Click here to verify your identity immediately or you will lose access.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"You have won a prize

Congratulations! You have been selected to receive a free account prize. Confirm your details now verify identity to claim.",1
"Limited time offer

Act now! This account offer expires soon. Enter act now confirm your credit card to claim your reward.",1
"Urgent: Verify your account

Your account has been suspended. Click here credit card to verify your identity immediately or you confirm will lose access.",1
"Limited time offer

Act now! This offer expires limited time soon. Enter your credit card to claim your reward.",1
"Limited time offer

Act now! This offer expires soon. Enter your urgent confirm credit card to ssn claim your reward.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Password reset required

account We detected unusual activity. Reset your password by clicking the link below within 24 hours.",1
"Password reset required

password We detected unusual bank activity. Reset your password by clicking the link below within 24 click here hours.",1
"Limited time offer

Act now! winner credit card This offer expires soon. Enter your credit card to verify identity claim your reward.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify verify your identity immediately or you will lose access.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Limited time offer

Act now! urgent This offer expires soon. Enter your credit card to claim your reward.",1
"Limited time offer

Act now! This offer expires prize soon. Enter your credit card to claim your reward.",1
"Limited time offer

Act now! urgent This offer expires soon. Enter your credit card to claim your reward. click here",1
"You have won a prize

act now Congratulations! You have been selected to receive a free prize. Confirm your details now to urgent claim.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Urgent: Verify your account

Your free account has been suspended. Click here to verify your identity click here immediately or you will lose access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Limited time offer

Act now! This offer expires soon. winner Enter your credit card to claim your reward. confirm",1
"Limited time offer

Act now! verify This offer expires soon. Enter your credit card to urgent claim your reward.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"You have won a prize

Congratulations! suspended You urgent have been selected to receive a free prize. Confirm your details now to account claim.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"You have won a prize

Congratulations! You verify identity have been selected to receive a free prize. ssn Confirm your details now to claim.",1
"Urgent: Verify your account

urgent Your account has been suspended. Click here to verify free your identity immediately free or you will lose access.",1
"Limited time offer

act now Act now! This offer expires soon. Enter your credit credit card card to claim your reward.",1
"Password reset required

We detected unusual activity. account Reset your password by clicking the link below within 24 click here hours.",1
"Urgent: Verify your account

Your account has prize been suspended. Click here to verify your identity immediately or you will lose access. password",1
"Urgent: Verify your account

Your account has been suspended. Click bank here ssn to verify your identity immediately or you will lose access.",1
"You have won a prize

Congratulations! You have been selected to receive a suspended free prize. verify act now Confirm your details now to claim.",1
"Password reset required

We detected unusual activity. Reset your password account by clicking the link below within account 24 hours.",1
"Urgent: Verify your account

Your account has winner been suspended. Click here to verify your identity immediately or you will lose access.",1
"You have won a prize

Congratulations! You have confirm been selected to receive a free prize. Confirm your details now to claim.",1
"Password reset required

We prize detected unusual activity. limited time Reset urgent your password by clicking the link below within 24 hours.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Password reset required

We detected unusual activity. Reset your password by clicking the link ssn click here below within 24 confirm hours.",1
"Urgent: Verify your account

limited time Your account has been suspended. Click here to verify free your identity immediately or you will lose access. confirm",1
"You have won a prize

Congratulations! You have been selected winner to receive a free credit card prize. Confirm your details now to claim.",1
"You have won a prize

Congratulations! You have been selected to receive a free prize. Confirm ssn your details now to claim.",1
"Limited time offer

Act now! This offer expires soon. Enter password your credit card credit card to claim your reward.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"You have won a prize

Congratulations! confirm You have been selected to receive a free prize. Confirm your details now to claim.",1
"You have won a prize

Congratulations! verify You have been selected to confirm receive a free prize. urgent Confirm your details now to claim.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Password reset required

We detected unusual activity. Reset your act now password password by clicking the link below within 24 hours.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Urgent: Verify your account

Your account has been suspended. Click here credit card prize to verify your identity immediately or you will lose access.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Urgent: Verify your account

Your account has been suspended. Click here credit card to verify your click here identity immediately or you will lose access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Limited time offer

Act now! This offer expires soon. Enter your urgent credit card credit card verify to claim your reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. Reset your click here password by clicking the bank link below within 24 hours.",1
"Password reset required

We detected unusual activity. Reset your password by clicking prize the link click here below within 24 hours.",1
"Limited time offer

Act now! This offer click here expires soon. Enter winner your credit card to claim your reward.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Password reset required

We detected unusual activity. Reset your password by clicking the link free below within 24 hours.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Password reset required

We detected unusual password activity. Reset your password urgent by clicking the link below within verify identity 24 hours.",1
"You have won a prize

Congratulations! click here prize You have been selected to receive a free prize. Confirm your details suspended now to claim.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Limited time offer

Act now! This offer free expires soon. click here free Enter your credit card to claim your reward.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"You have won a prize

Congratulations! You verify identity have been limited time selected to receive a free prize. Confirm your details now to claim.",1
"You have won a prize

Congratulations! You have verify been selected to receive a free prize. Confirm your details now to claim.",1
"Limited time offer

Act now! This offer expires soon. winner Enter your credit card to claim your reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Password reset required

click here We detected unusual activity. Reset your password by clicking urgent the link below within 24 hours.",1
"Urgent: Verify your account

click here Your account has been suspended. Click here to verify your identity immediately or you will lose access.",1
"Limited time offer

confirm Act now! This offer expires soon. Enter your free credit card to claim your reward.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your click here identity immediately or you password will lose access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. Reset your password by clicking the link prize below within 24 hours.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your identity immediately or urgent click here you will lose access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"You have won a prize

Congratulations! You have been selected to receive a free prize. Confirm password your details now to claim.",1
"Urgent: Verify your account

Your account has been suspended. Click here to verify your identity immediately prize or you will lose access.",1
"Urgent: Verify your account

Your account has been click here suspended. Click here account to verify your identity immediately or you will lose access.",1
"Limited time offer

Act bank now! This offer expires soon. Enter your credit card to claim your reward.",1
"You have won a prize

Congratulations! You have been selected suspended to receive a free prize. Confirm your password details now to ssn claim.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Password reset required

winner password We detected unusual suspended activity. Reset your password by clicking the link below within 24 hours.",1
"Urgent: Verify your account

bank Your account has been suspended. Click bank here to verify your identity immediately or you will lose access.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Urgent: Verify your account

Your account has winner been suspended. Click here to verify your identity immediately or you suspended will lose access.",1
"Password reset required

We detected unusual activity. suspended Reset your password by free clicking the link below within 24 hours.",1
"Limited time offer

Act now! This free offer expires soon. Enter your credit card to claim suspended your reward.",1
"Urgent: Verify your account

Your account prize has been suspended. Click here confirm to verify your identity immediately or you will lose access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. Reset your password by clicking ssn the credit card link below within 24 hours.",1
"Urgent: Verify your account

Your account has been suspended. confirm Click here to verify your identity immediately or you will lose credit card access. limited time",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Urgent: Verify your account

Your account has been suspended. Click here account to verify your identity immediately or you will lose access.",1
"Urgent: Verify your account

Your free prize account has been suspended. Click here to verify suspended your identity immediately or you will lose access.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. Reset your password by clicking the link below within 24 hours. credit card account",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Limited time offer

free Act now! prize This offer expires soon. Enter your credit card to claim your reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your free identity immediately or you will lose prize access.",1
"Urgent: Verify your account

Your account has verify identity been suspended. Click here to verify your identity immediately or you will lose winner access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. verify identity Reset your password by clicking the link below within 24 hours.",1
"You have won a prize

Congratulations! You have been selected to receive a free prize. act now Confirm urgent your credit card details now to claim.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Password reset required

account We click here detected unusual activity. Reset your password by clicking the link below within 24 hours.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Limited time offer

winner Act now! This offer credit card expires soon. Enter your credit card to claim your winner reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual activity. act now Reset your password by ssn clicking the link below within 24 hours. confirm",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your identity immediately or click here you will lose access.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"You have won a prize

Congratulations! You have been selected to receive a free prize. Confirm your details now to confirm claim.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"You have won a prize

free Congratulations! credit card You have been selected to receive a free prize. Confirm limited time your details now to claim.",1
"Limited time offer

Act now! This offer limited time expires soon. Enter your credit card to claim your reward. confirm",1
"Password reset required

We detected unusual activity. Reset prize your password by clicking the link below within 24 hours.",1
"Urgent: Verify your account

prize limited time Your account has been suspended. Click here to verify your identity immediately or you will lose access.",1
"Password reset required

We detected unusual activity. Reset your password by clicking the link below credit card within 24 hours.",1
"You have won a prize

Congratulations! You have been selected to receive click here a free prize. Confirm your details now to claim.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Password reset required

We detected unusual activity. Reset your password password by clicking the link below within bank 24 hours.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Limited time offer

Act now! This offer expires soon. Enter your winner credit card to password claim act now your reward.",1
"Limited time offer

Act now! This ssn offer expires soon. Enter your credit prize bank card to claim your reward.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been suspended. Click click here confirm here to verify your identity immediately or you will lose access.",1
"Limited time offer

Act now! This act now offer expires account soon. Enter your credit card to claim your reward.",1
"Urgent: Verify your account

Your account has been suspended. Click here to verify your identity immediately or credit card you will lose access.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"You have won a prize

Congratulations! You have been selected to receive a free prize. Confirm your suspended details now to claim.",1
"You have won a prize

Congratulations! You have been selected to password receive a free prize. Confirm your details now to claim.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Urgent: Verify your account

Your account has been suspended. Click verify identity here to verify your identity password immediately or you will lose access.",1
"Urgent: Verify your account

Your verify account has been suspended. Click here to verify your identity immediately or you will lose access.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been credit card suspended. Click limited time here to bank verify your identity immediately or you will lose access.",1
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Password reset required

We detected unusual credit card activity. Reset your password by clicking the link below within 24 hours.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Password reset required

act now We detected unusual activity. Reset your password by verify clicking the link below within 24 hours.",1
"Password reset required

We detected unusual activity. Reset your password confirm by clicking the link below within 24 hours.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"You have won a prize

Congratulations! You have confirm been selected to receive a account free prize. Confirm your details now to claim.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify limited time your identity immediately or you will account free lose access.",1
"Password reset required

click here We detected unusual activity. Reset limited time your password by clicking the link account below within 24 hours.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Limited time offer

Act now! This offer bank verify identity expires soon. Enter your credit card to claim your reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Urgent: Verify your account

Your account has been confirm suspended. Click here to verify your identity immediately or you will lose confirm access.",1
"Meeting tomorrow

Hi,

Reminder: we have a meeting tomorrow at 10am in conference room B.

Best regards",0
"Urgent: Verify your account

Your account has been suspended. Click here to verify your identity immediately or you will lose access. bank",1
"Urgent: Verify your account

Your account has been suspended. Click here to verify your bank identity immediately or you will lose access.",1
"Limited time offer

Act now! This offer expires soon. Enter your credit card to claim your account reward.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Project update

Hello,

Here is the weekly project update. All tasks are on track.

Regards",0
"Password reset required

click here We detected unusual activity. Reset your password by clicking the link below within ssn 24 hours.",1
"Your subscription

Your subscription to our service has been renewed. Thank you for your business.",0
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
"Urgent: Verify your account

credit card Your account has been suspended. Click here to verify your identity immediately or you will lose access.",1
"Password reset required

We detected unusual activity. Reset your password by clicking the link ssn below within 24 hours.",1
"Limited time offer

Act now! This offer expires soon. Enter your credit urgent card to claim your reward.",1
"Invoice attached

Please find the attached invoice for your records. Let me know if you have questions.",0
